,BER bits
0,0.50004
1,0.500213
2,0.50007925
3,0.50029875
4,0.499872
5,0.50029225
6,0.500553
7,0.499113
8,0.49994625
9,0.49974725
10,0.50005
11,0.497798
12,0.49986625
13,0.497036
14,0.49560575
15,0.42971975
16,0.50000475
17,0.500054
18,0.500306
19,0.49566525
20,0.50003575
21,0.493883
22,0.491457
23,0.403299
24,0.49929525
25,0.489172
26,0.4848125
27,0.37150425
28,0.47566475
29,0.336789
30,0.30241725
31,0.10180625
32,0.5002315
33,0.50008975
34,0.499253
35,0.4894165
36,0.4997955
37,0.4848475
38,0.479106
39,0.35070625
40,0.499442
41,0.4738955
42,0.4641585
43,0.3069785
44,0.44570725
45,0.263301
46,0.2229025
47,0.053165
48,0.4981065
49,0.44963975
50,0.4320255
51,0.23983675
52,0.3997615
53,0.191493
54,0.15239325
55,0.02453275
56,0.348346
57,0.13466725
58,0.1006685
59,0.01097175
60,0.0674905
61,0.00524125
62,0.0029455
63,1.575e-05
64,0.5000785
65,0.4992365
66,0.4992905
67,0.470735
68,0.4988615
69,0.45801975
70,0.4441755
71,0.26370925
72,0.49649625
73,0.432937
74,0.411216
75,0.2098945
76,0.37516975
77,0.1623075
78,0.125151
79,0.0167655
80,0.488897
81,0.38434975
82,0.3526165
83,0.14126325
84,0.303885
85,0.09988475
86,0.07146125
87,0.0056695
88,0.23965225
89,0.060496
90,0.0407005
91,0.00195575
92,0.02483525
93,0.0007845
94,0.000436
95,5e-07
96,0.46713325
97,0.304773
98,0.26451475
99,0.07496
100,0.21189825
101,0.0470665
102,0.03087275
103,0.00117975
104,0.15273175
105,0.02516275
106,0.0156005
107,0.00030525
108,0.008965
109,0.00011775
110,5.925e-05
111,0.0
112,0.099317
113,0.011243
114,0.00662775
115,6.3e-05
116,0.00364425
117,2.275e-05
118,1.075e-05
119,0.0
120,0.00201525
121,7.75e-06
122,3.25e-06
123,0.0
124,1e-06
125,0.0
126,0.0
127,0.0
