,BER bits
0,0.333908
1,0.26028
2,0.2602235
3,0.174558
4,0.2602695
5,0.17444
6,0.174394
7,0.09125
8,0.260548
9,0.174624
10,0.174844
11,0.091372
12,0.1743135
13,0.0890755
14,0.091208
15,0.0292065
16,0.2600205
17,0.180299
18,0.1741375
19,0.093298
20,0.1807795
21,0.0937855
22,0.0912895
23,0.029564
24,0.1743095
25,0.0914225
26,0.0892555
27,0.0295155
28,0.093675
29,0.0302525
30,0.030085
31,0.0040305
32,0.259993
33,0.1742495
34,0.174265
35,0.0892655
36,0.174576
37,0.08916
38,0.091655
39,0.029565
40,0.1737495
41,0.089056
42,0.0915275
43,0.0291295
44,0.0893325
45,0.028645
46,0.0297125
47,0.004001
48,0.1744825
49,0.0913515
50,0.0894825
51,0.028485
52,0.093379
53,0.0299
54,0.0294125
55,0.0040165
56,0.0912785
57,0.0293125
58,0.028402
59,0.003725
60,0.029638
61,0.003894
62,0.003939
63,0.0001095
64,0.260342
65,0.174597
66,0.174275
67,0.0896725
68,0.174334
69,0.089536
70,0.0894635
71,0.0286565
72,0.173793
73,0.091562
74,0.0891595
75,0.029545
76,0.089148
77,0.02974
78,0.028093
79,0.00394
80,0.174093
81,0.0913185
82,0.08928
83,0.02849
84,0.091345
85,0.0291835
86,0.0285575
87,0.0036835
88,0.089332
89,0.029178
90,0.028012
91,0.003844
92,0.029164
93,0.0039965
94,0.0037585
95,0.0001175
96,0.174263
97,0.0892095
98,0.089415
99,0.028164
100,0.089297
101,0.0273925
102,0.0281705
103,0.0037405
104,0.089337
105,0.028594
106,0.0290935
107,0.0039715
108,0.028635
109,0.003727
110,0.004001
111,0.0001075
112,0.0892225
113,0.0294385
114,0.0279915
115,0.0038495
116,0.0285135
117,0.003919
118,0.003702
119,0.0001015
120,0.028115
121,0.003852
122,0.0037795
123,0.000116
124,0.003841
125,0.000128
126,0.0001035
127,5e-07
