,BER bits
0,0.0187265
1,0.0096825
2,0.0097875
3,0.0048415
4,0.0097605
5,0.0050105
6,0.0049505
7,0.0025975
8,0.0097445
9,0.0049905
10,0.004884
11,0.0025235
12,0.0049205
13,0.002497
14,0.002451
15,0.0013745
16,0.0096105
17,0.0050325
18,0.004938
19,0.002474
20,0.0050405
21,0.0025555
22,0.0025575
23,0.0013735
24,0.0050105
25,0.0025615
26,0.002471
27,0.001404
28,0.002528
29,0.0013755
30,0.001289
31,0.001841
32,0.0097375
33,0.005002
34,0.004961
35,0.0024885
36,0.0048875
37,0.002539
38,0.0025205
39,0.001394
40,0.004942
41,0.002454
42,0.0025425
43,0.0014525
44,0.0026295
45,0.0014045
46,0.001341
47,0.0018185
48,0.004951
49,0.0025945
50,0.00255
51,0.001377
52,0.002589
53,0.0013565
54,0.0013285
55,0.001719
56,0.0025745
57,0.001397
58,0.0013785
59,0.0016275
60,0.001408
61,0.001466
62,0.0007335
63,0.001365
64,0.00984
65,0.005003
66,0.0049765
67,0.002564
68,0.005002
69,0.0026025
70,0.002521
71,0.0013965
72,0.0050275
73,0.0026245
74,0.0025565
75,0.001459
76,0.0025785
77,0.001483
78,0.001359
79,0.0017575
80,0.0050215
81,0.0025455
82,0.002521
83,0.0014755
84,0.002569
85,0.0014455
86,0.001415
87,0.00167
88,0.002599
89,0.0014465
90,0.001405
91,0.0015425
92,0.001413
93,0.0013825
94,0.0007555
95,0.001106
96,0.004997
97,0.002643
98,0.0026655
99,0.0014745
100,0.0026315
101,0.001558
102,0.0014605
103,0.0015515
104,0.002591
105,0.001478
106,0.001408
107,0.0013525
108,0.0014025
109,0.0011905
110,0.0007975
111,0.0008545
112,0.0025545
113,0.0016375
114,0.0015305
115,0.001349
116,0.001418
117,0.00107
118,0.000793
119,0.0007075
120,0.001326
121,0.001087
122,0.0008025
123,0.0005575
124,0.000629
125,0.0004855
126,0.0003305
127,0.0001665
