,BER bits
0,0.49974925
1,0.500115
2,0.499874
3,0.500491
4,0.5003045
5,0.50005325
6,0.500204
7,0.5002575
8,0.49990925
9,0.49974675
10,0.49934975
11,0.49970925
12,0.49973825
13,0.49987375
14,0.49970625
15,0.492966
16,0.500082
17,0.500029
18,0.499773
19,0.49973275
20,0.4998985
21,0.50030475
22,0.499557
23,0.49009325
24,0.49994925
25,0.499416
26,0.49924375
27,0.48536025
28,0.499353
29,0.48064825
30,0.473603
31,0.353579
32,0.4997235
33,0.4999645
34,0.500197
35,0.499517
36,0.49999725
37,0.499428
38,0.49891
39,0.48149775
40,0.500344
41,0.49849675
42,0.49889125
43,0.4719885
44,0.49773225
45,0.46228725
46,0.45112525
47,0.301344
48,0.50040875
49,0.4981435
50,0.49658925
51,0.4564045
52,0.494079
53,0.4421665
54,0.4268195
55,0.258116
56,0.4888235
57,0.4129285
58,0.390471
59,0.208107
60,0.355615
61,0.167783
62,0.135614
63,0.027981
64,0.500059
65,0.499799
66,0.4996475
67,0.49886
68,0.499949
69,0.4980135
70,0.49721625
71,0.4572535
72,0.49998825
73,0.4964135
74,0.49417025
75,0.43974175
76,0.490684
77,0.4207395
78,0.4002945
79,0.2201655
80,0.500143
81,0.49198075
82,0.48878825
83,0.411015
84,0.481396
85,0.38621825
86,0.36086075
87,0.17547975
88,0.466681
89,0.34158
90,0.3104515
91,0.12852175
92,0.267004
93,0.0958705
94,0.07247575
95,0.01023775
96,0.499141
97,0.477928
98,0.46937425
99,0.348194
100,0.453826
101,0.31318975
102,0.27977725
103,0.10536525
104,0.42468175
105,0.25862325
106,0.2229225
107,0.0693535
108,0.180194
109,0.04717275
110,0.03320575
111,0.00311525
112,0.38296225
113,0.199269
114,0.16487
115,0.04085075
116,0.12696225
117,0.02612325
118,0.01743
119,0.00115225
120,0.087061
121,0.0138375
122,0.0088725
123,0.00040225
124,0.00540825
125,0.00019625
126,9.5e-05
127,1e-06
128,0.49988125
129,0.4998595
130,0.50009825
131,0.49249825
132,0.499867
133,0.4889765
134,0.48458525
135,0.39467175
136,0.499048
137,0.4805125
138,0.472675
139,0.35941375
140,0.46012825
141,0.32487375
142,0.29240075
143,0.1139825
144,0.4977455
145,0.46467125
146,0.45266875
147,0.31069225
148,0.4318575
149,0.271795
150,0.2365745
151,0.0774465
152,0.39490075
153,0.2156115
154,0.18083975
155,0.0482195
156,0.141338
157,0.03125375
158,0.02167975
159,0.00157
160,0.4906955
161,0.42323525
162,0.402425
163,0.226509
164,0.36930075
165,0.1854045
166,0.15269475
167,0.0359995
168,0.31694925
169,0.13429075
170,0.105876
171,0.019787
172,0.07769975
173,0.0116885
174,0.00765725
175,0.000343
176,0.26196375
177,0.0911455
178,0.06844625
179,0.00968525
180,0.047893
181,0.00530275
182,0.003304
183,0.0001005
184,0.02941975
185,0.00238275
186,0.00148125
187,3.05e-05
188,0.000841
189,1.3e-05
190,6e-06
191,0.0
192,0.47143325
193,0.3523105
194,0.32070125
195,0.137327
196,0.277727
197,0.1027725
198,0.0782995
199,0.0119695
200,0.22023575
201,0.06578575
202,0.048698
203,0.005562
204,0.0324655
205,0.002851
206,0.001822
207,3.7e-05
208,0.16779225
209,0.0401525
210,0.02813275
211,0.00227675
212,0.0184995
213,0.0011525
214,0.0006815
215,9.25e-06
216,0.01070825
217,0.0004675
218,0.00026725
219,2.5e-06
220,0.000151
221,5e-07
222,2.5e-07
223,0.0
224,0.10768525
225,0.0183955
226,0.01205525
227,0.00060725
228,0.0075505
229,0.00028425
230,0.00016
231,1.25e-06
232,0.00417075
233,0.00010575
234,6.225e-05
235,2.5e-07
236,3.15e-05
237,0.0
238,0.0
239,0.0
240,0.0026275
241,4.125e-05
242,2.9e-05
243,0.0
244,1.25e-05
245,0.0
246,0.0
247,0.0
248,6.75e-06
249,0.0
250,0.0
251,0.0
252,0.0
253,0.0
254,0.0
255,0.0
